name,date,wins,losses,draw,current_lose_streak,current_win_streak,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_DoctoStoppage,age,Stance,winratio,location
Cody East,2016-10-01,0,1,0,1,0,26.0,0.41,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,0.0,"Albuquerque, New Mexico USA"
Cody Garbrandt,2021-05-22,7,3,0,0,1,3.17,0.38,0.0,1.05,0.32,6,20,3,0,0,2,5,0,0,29,Orthodox,0.7,"Sacramento, California USA"
Cody Gibson,2015-02-22,1,2,0,1,0,23.33333333,0.37,0.333333333,1.666666667,0.386666667,1,6,0,0,0,0,1,0,0,27,Orthodox,0.3333333333333333,"Visalia, California USA"
Cody Pfister,2016-07-13,1,2,0,1,0,10.66666667,0.38,0.0,2.333333333,0.57,1,7,0,0,0,1,0,0,0,26,Orthodox,0.3333333333333333,"Boulder, Colorado USA"
Colby Covington,2020-09-19,10,2,0,1,0,4.17,0.37,0.2,4.91,0.51,7,38,2,0,0,6,2,2,0,32,Orthodox,0.8333333333333334,"Fort Lauderdale, Florida USA"
Cole Miller,2016-12-17,10,9,0,3,0,30.73684211,0.32,1.263157895,0.421052632,0.181578947,2,42,0,0,0,2,1,7,0,32,Orthodox,0.5263157894736842,"Coconut Creek, Florida USA"
Colton Smith,2013-11-06,1,1,0,1,0,24.0,0.595,1.0,3.5,0.215,1,6,1,0,0,1,0,0,0,26,Orthodox,0.5,"Fort Hood, TX USA"
Conor McGregor,2021-07-10,10,3,0,1,0,5.32,0.49,0.1,0.67,0.55,7,27,4,1,0,1,8,0,0,32,Southpaw,0.7692307692307693,Dublin Ireland
Corey Anderson,2020-02-15,10,4,0,0,4,4.45,0.46,0.0,4.98,0.5,4,35,0,0,0,7,3,0,0,30,Orthodox,0.7142857142857143,"Robbinsville, New Jersey United States"
Cortney Casey,2021-03-13,5,7,0,1,0,4.33,0.38,0.6,0.28,0.27,2,30,0,0,1,1,1,2,0,33,Orthodox,0.4166666666666667,"Maui, Hawaii USA"
Costas Philippou,2015-05-16,6,3,0,0,1,26.11111111,0.37,0.222222222,0.333333333,0.184444444,5,21,0,0,1,2,3,0,0,35,Orthodox,0.6666666666666666,"Long Island , New York USA"
Court McGee,2021-05-22,8,9,0,3,0,4.76,0.36,0.4,1.68,0.23,3,48,0,0,1,5,0,2,0,36,Orthodox,0.47058823529411764,"Orem, UT USA"
Cris Cyborg,2019-07-27,11,1,0,1,0,7.28,0.52,0.4,0.66,0.55,11,27,4,0,0,2,9,0,0,34,Orthodox,0.9166666666666666,"Huntington Beach, California USA"
Cristiano Marcello,2014-02-15,1,2,0,1,0,48.0,0.383333333,0.0,0.333333333,0.083333333,1,8,0,0,1,0,0,0,0,36,Orthodox,0.3333333333333333,Curitiba Brazil
Cristina Stanciu,2016-07-13,0,1,0,1,0,39.0,0.51,2.0,1.0,1.0,0,3,0,0,0,0,0,0,0,22,Orthodox,0.0,Bucharest Romania
Cub Swanson,2021-05-01,17,10,0,0,2,4.63,0.5,0.5,1.08,0.51,6,72,0,0,1,9,5,2,0,37,Orthodox,0.6296296296296297,"Palm Springs, California USA"
Cung Le,2014-08-23,2,1,0,0,2,31.66666667,0.456666667,0.0,0.666666667,0.333333333,2,6,0,0,0,1,1,0,0,42,Southpaw,0.6666666666666666,"San Jose, California USA"
Curtis Blaydes,2021-09-25,9,3,0,1,0,3.44,0.51,0.0,6.27,0.53,5,32,0,0,0,4,5,0,0,30,Orthodox,0.75,"Denver, Colorado United States"
Cynthia Calvillo,2021-09-25,6,2,1,1,0,4.24,0.41,1.1,1.77,0.44,3,25,0,0,0,3,0,3,0,34,Orthodox,0.6666666666666666,"Sacramento, California United States"
Cyril Asker,2018-02-10,2,2,0,0,1,13.5,0.36,0.25,1.25,0.5,1,5,0,0,0,0,1,1,0,32,Orthodox,0.5,Avignon France
Cyrille Diabate,2014-03-08,4,3,0,1,0,36.28571429,0.704285714,0.142857143,0.714285714,0.428571429,2,13,0,1,0,1,1,1,0,40,Southpaw,0.5714285714285714,Rueil Malmaison France
Damian Grabowski,2017-07-22,0,2,0,2,0,1.0,0.33,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,37,Orthodox,0.0,Opole Poland
Damian Stasiak,2017-10-21,2,2,0,1,0,17.5,0.45,0.75,2.25,0.5675,2,10,0,0,0,0,0,2,0,27,Orthodox,0.5,Lodz Poland
Damien Brown,2018-02-10,2,3,0,2,0,39.2,0.432,0.6,0.6,0.122,2,11,0,0,1,0,1,0,0,33,Orthodox,0.4,"Brisbane, QLD Australia"
Damir Hadzovic,2021-06-26,3,4,0,2,0,2.99,0.46,0.2,0.68,0.6,2,16,0,0,1,0,2,0,0,34,Orthodox,0.42857142857142855,Copenhagen Denmark
Damon Jackson,2020-12-05,1,1,1,0,1,2.2,0.36,2.9,1.22,0.2,1,9,0,0,0,0,0,1,0,32,Switch,0.3333333333333333,"Dallas, Texas USA"
Dan Henderson,2016-10-08,9,8,0,0,1,26.17647059,0.507058824,0.294117647,0.823529412,0.231764706,4,42,3,0,2,3,4,0,0,46,Orthodox,0.5294117647058824,"Temecula, California USA"
Dan Hooker,2021-09-25,10,6,0,2,0,4.95,0.48,0.2,0.91,0.36,4,38,0,0,1,1,6,2,0,31,Switch,0.625,Auckland New Zealand
Dan Miller,2015-07-12,6,6,0,1,0,22.75,0.341666667,1.25,1.25,0.285833333,3,29,0,0,1,1,0,4,0,34,Orthodox,0.5,"Whippany, New Jersey USA"
Daniel Cormier,2020-08-15,19,2,0,1,0,4.25,0.52,0.5,1.95,0.44,12,58,10,0,1,6,8,4,0,41,Orthodox,0.9047619047619048,"San Jose, California USA"
Daniel Jolly,2017-02-04,0,1,0,1,0,6.0,0.42,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,32,Orthodox,0.0,"Austin, TX United States"
Daniel Kelly,2018-05-27,6,3,0,2,0,38.22222222,0.376666667,0.222222222,1.333333333,0.24,4,21,0,0,1,3,1,1,0,40,Southpaw,0.6666666666666666,"Melbourne, Victoria Australia"
Daniel Omielanczuk,2017-07-08,4,4,0,2,0,35.125,0.65,0.125,0.5,0.21625,3,21,0,2,0,0,2,0,0,34,Southpaw,0.5,Warsaw Poland
Daniel Pineda,2020-12-12,4,5,0,1,0,3.41,0.49,1.8,1.55,0.29,2,1,0,0,0,0,0,0,0,35,Orthodox,0.4444444444444444,"Houston, TX USA"
Daniel Sarafian,2016-02-21,2,3,0,0,1,18.8,0.6,0.4,0.2,0.2,1,10,0,0,0,0,1,1,0,33,Orthodox,0.4,Sao Paulo Brazil
Daniel Spitz,2019-10-18,1,2,0,1,0,2.6,0.35,0.0,0.74,0.66,1,6,0,0,0,0,1,0,0,29,Orthodox,0.3333333333333333,"Spokane, Washington United States"
Danielle Taylor,2018-01-14,2,1,0,0,2,44.66666667,0.276666667,0.0,0.333333333,0.333333333,2,9,0,0,1,1,0,0,0,28,Orthodox,0.6666666666666666,"Van Nuys, California USA"
Danny Castillo,2015-12-19,7,6,0,3,0,31.84615385,0.479230769,0.230769231,2.230769231,0.316923077,3,34,0,0,1,4,2,0,0,36,Orthodox,0.5384615384615384,"Sacramento, California USA"
Danny Martinez,2015-11-14,0,3,0,3,0,46.33333333,0.313333333,0.0,1.666666667,0.116666667,0,9,0,0,0,0,0,0,0,30,Orthodox,0.0,"San Diego, CA USA"
Danny Mitchell,2014-08-23,0,1,0,1,0,18.0,0.52,5.0,0.0,0.0,0,3,0,0,0,0,0,0,0,28,Orthodox,0.0,Doncaster England
Danny Roberts,2019-03-16,5,2,0,0,2,31.57142857,0.384285714,0.285714286,0.0,0.0,2,14,0,0,1,1,2,1,0,31,Southpaw,0.7142857142857143,"Boca Raton, Florida United States"
Daron Cruickshank,2016-01-17,6,6,0,3,0,29.08333333,0.3875,0.166666667,1.25,0.301666667,2,27,0,0,1,2,3,0,0,30,Switch,0.5,"Detroit, Michigan USA"
Darrell Horcher,2017-12-09,1,1,0,0,1,21.5,0.35,1.0,0.0,0.0,1,5,0,0,1,0,0,0,0,30,Southpaw,0.5,"Shermansdale, PA USA"
Darrell Montague,2015-07-12,0,2,0,2,0,18.0,0.255,1.0,0.5,0.25,0,4,0,0,0,0,0,0,0,27,Southpaw,0.0,"Chino, CA USA"
Darren Elkins,2021-07-24,15,8,0,0,1,3.46,0.38,1.1,2.67,0.33,6,60,0,0,2,8,3,2,0,37,Orthodox,0.6521739130434783,"Portage, Indiana United States"
Darren Stewart,2021-08-28,5,6,0,2,0,3.05,0.45,0.1,1.75,0.45,3,28,0,0,1,1,2,1,0,30,Orthodox,0.45454545454545453,London England
Darren Till,2021-09-04,6,3,1,1,0,2.26,0.46,0.0,0.5,0.41,4,29,1,0,1,3,2,0,0,28,Southpaw,0.6,"Balneario Camboriu, Santa Catarina Brazil"
Dashon Johnson,2014-09-13,0,1,0,1,0,11.0,0.73,1.0,0.0,0.0,0,3,0,0,0,0,0,0,0,26,Orthodox,0.0,"Escondido, CA USA"
Davey Grant,2021-06-19,4,3,0,0,3,4.21,0.47,0.2,2.07,0.46,3,17,0,0,1,1,2,0,0,35,Orthodox,0.5714285714285714,"Bishop Auckland, County Durham England"
Davi Ramos,2020-07-18,4,2,0,1,0,2.74,0.39,0.7,2.42,0.5,4,14,0,0,0,1,0,3,0,33,Orthodox,0.6666666666666666,Rio de Janeiro Brazil
David Michaud,2015-04-25,1,1,0,0,1,59.0,0.44,1.0,3.5,0.685,1,6,0,0,0,1,0,0,0,26,Orthodox,0.5,"Glendale, Arizona USA"
David Teymur,2019-02-02,5,0,0,0,5,54.6,0.442,0.0,0.8,0.322,5,13,0,0,0,3,2,0,0,29,Southpaw,1.0,Stockholm Sweden
Demetrious Johnson,2018-08-04,15,2,0,0,13,64.23529412,0.548823529,0.705882353,4.294117647,0.472941176,13,64,13,0,1,7,2,5,0,31,Orthodox,0.8823529411764706,"Parkland, WA USA"
Demian Maia,2021-06-12,22,10,0,1,0,1.8,0.43,1.0,2.49,0.24,7,86,2,1,1,8,1,11,0,43,Southpaw,0.6875,Sao Paulo Brazil
Dennis Bermudez,2019-01-19,9,7,0,4,0,50.4375,0.45375,0.75,2.875,0.389375,7,39,1,0,2,4,1,2,0,32,Orthodox,0.5625,"Lindenhurst, New York United States"
Dennis Siver,2017-06-25,11,9,0,2,0,38.3,0.3385,0.25,0.65,0.2825,4,47,0,0,0,6,3,2,0,38,Orthodox,0.55,Mannheim Germany
Derek Brunson,2021-09-04,16,6,0,0,4,3.45,0.47,0.5,3.15,0.34,5,44,0,0,0,7,7,2,0,37,Southpaw,0.7272727272727273,"Wilmington, North Carolina United States"
Derrick Lewis,2021-08-07,16,5,0,0,4,2.49,0.5,0.0,0.49,0.25,6,48,1,0,2,2,12,0,0,36,Orthodox,0.7619047619047619,"Houston, Texas United States"
Desmond Green,2019-03-30,2,3,0,1,0,48.2,0.426,0.0,1.0,0.3,1,15,0,0,1,1,0,0,0,29,Southpaw,0.4,
Devin Clark,2021-09-18,6,5,0,1,0,3.13,0.56,0.1,2.51,0.34,2,25,0,0,0,6,0,0,0,31,Orthodox,0.5454545454545454,"Sioux Falls, South Dakota USA"
Devin Powell,2018-07-28,0,2,0,2,0,32.5,0.405,1.0,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Orthodox,0.0,"Somersworth, New Hampshire United States"
Dhiego Lima,2021-06-19,4,6,0,1,0,3.12,0.39,0.6,1.26,0.34,3,21,0,0,2,1,1,0,0,32,Orthodox,0.4,"Atlanta, Georgia USA"
Diego Brandao,2016-01-02,6,3,0,0,2,19.66666667,0.49,0.333333333,1.666666667,0.412222222,3,15,1,0,0,2,1,2,1,28,Orthodox,0.6666666666666666,Manaus Brazil
Diego Ferreira,2021-05-08,8,3,0,1,0,4.7,0.37,0.8,0.81,0.24,6,24,0,0,0,3,3,2,0,36,Orthodox,0.7272727272727273,"Pharr, Texas USA"
Diego Rivas,2018-05-19,2,1,0,1,0,15.66666667,0.423333333,0.666666667,1.333333333,0.886666667,2,8,0,0,0,1,1,0,0,26,Orthodox,0.6666666666666666,Cholchol Chile
